name,sex,age,height,weight,bmi,country,year,season,host country,sport,event,medal
Louise Bager Bager Nrgaard (-Due),F,22.0,183.0,73.0,21.8,Denmark,2004,Summer,Greece,Handball,Handball Women's Handball,Gold
Allan Nrregaard Christensen,M,31.0,173.0,67.0,22.39,Denmark,2012,Summer,United Kingdom,Sailing,Sailing Men's Skiff,Bronze
Tonje Nstvold,F,23.0,178.0,73.77,23.28,Norway,2008,Summer,China,Handball,Handball Women's Handball,Gold
Tonje Nstvold,F,27.0,178.0,73.77,23.28,Norway,2012,Summer,United Kingdom,Handball,Handball Women's Handball,Gold
Timo Petteri Nummelin,M,33.0,178.0,83.0,26.2,Finland,2006,Winter,Italy,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Teppo Kalevi Numminen,M,37.0,186.0,87.5,25.29,Finland,2006,Winter,Italy,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Ruslan Nurudinov,M,24.0,183.0,109.0,32.55,Uzbekistan,2016,Summer,Brazil,Weightlifting,Weightlifting Men's Heavyweight,Gold
Stacey Annette Nuveman (-Deniz),F,26.0,183.0,109.0,32.55,United States of America,2004,Summer,Greece,Softball,Softball Women's Softball,Gold
Stacey Annette Nuveman (-Deniz),F,30.0,183.0,109.0,32.55,United States of America,2008,Summer,China,Softball,Softball Women's Softball,Silver
Nyambayaryn Tgstsogt,M,20.0,168.0,52.0,18.42,Mongolia,2012,Summer,United Kingdom,Boxing,Boxing Men's Flyweight,Silver
Katja Johanna Alice Nyberg,F,28.0,182.0,76.0,22.94,Norway,2008,Summer,China,Handball,Handball Women's Handball,Gold
Lacey Pearl Nymeyer (-John),F,22.0,175.0,66.0,21.55,United States of America,2008,Summer,China,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Guy Olivier Nyokas,M,30.0,189.0,86.0,24.08,France,2016,Summer,Brazil,Handball,Handball Men's Handball,Silver
Gustav Bo Nils Nyquist,M,24.0,180.0,84.0,25.93,Sweden,2014,Winter,Russia,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Estelle Nze Minko,F,24.0,178.0,67.0,21.15,France,2016,Summer,Brazil,Handball,Handball Women's Handball,Silver
O Eun-Seok,M,29.0,181.0,76.0,23.2,South Korea,2012,Summer,United Kingdom,Fencing,"Fencing Men's Sabre, Team",Gold
O Jae-Seok,M,22.0,178.0,73.0,23.04,South Korea,2012,Summer,United Kingdom,Football,Football Men's Football,Bronze
O Jong-Ae,F,24.0,153.0,60.0,25.63,South Korea,2008,Summer,China,Weightlifting,Weightlifting Women's Lightweight,Bronze
O Sang-Eun,M,31.0,186.0,72.0,20.81,South Korea,2008,Summer,China,Table Tennis,Table Tennis Men's Team,Bronze
O Sang-Eun,M,35.0,186.0,72.0,20.81,South Korea,2012,Summer,United Kingdom,Table Tennis,Table Tennis Men's Team,Silver
O Se-Jong,M,23.0,180.0,69.0,21.3,South Korea,2006,Winter,Italy,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
O Seung-Hwan,M,26.0,178.0,92.0,29.04,South Korea,2008,Summer,China,Baseball,Baseball Men's Baseball,Gold
Leah Marie O'Brien-Amico,F,29.0,175.0,65.0,21.22,United States of America,2004,Summer,Greece,Softball,Softball Women's Softball,Gold
Anthony Obame Mylann,M,23.0,190.0,97.0,26.87,Gabon,2012,Summer,United Kingdom,Taekwondo,Taekwondo Men's Heavyweight,Silver
Hitomi Obara (Sakamoto-),F,31.0,156.0,48.0,19.72,Japan,2012,Summer,United Kingdom,Wrestling,"Wrestling Women's Flyweight, Freestyle",Gold
Patricia Obee,F,24.0,165.0,60.0,22.04,Canada,2016,Summer,Brazil,Rowing,Rowing Women's Lightweight Double Sculls,Silver
Christina Obergfll,F,26.0,175.0,79.0,25.8,Germany,2008,Summer,China,Athletics,Athletics Women's Javelin Throw,Bronze
Christina Obergfll,F,30.0,175.0,79.0,25.8,Germany,2012,Summer,United Kingdom,Athletics,Athletics Women's Javelin Throw,Silver
Karin Oberhofer,F,28.0,165.0,58.0,21.3,Italy,2014,Winter,Russia,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Bronze
Fabricio Ral Jess Oberto,M,31.0,208.0,115.0,26.58,Argentina,2004,Summer,Greece,Basketball,Basketball Men's Basketball,Gold
Fabricio Ral Jess Oberto,M,35.0,208.0,115.0,26.58,Argentina,2008,Summer,China,Basketball,Basketball Men's Basketball,Bronze
Francis Obiorah Obikwelu,M,25.0,195.0,79.0,20.78,Portugal,2004,Summer,Greece,Athletics,Athletics Men's 100 metres,Silver
Victor Nsofor Obinna,M,21.0,180.0,79.0,24.38,Nigeria,2008,Summer,China,Football,Football Men's Football,Silver
Hellen Onsando Obiri,F,26.0,160.0,50.0,19.53,Kenya,2016,Summer,Brazil,Athletics,"Athletics Women's 5,000 metres",Silver
Violetta Oblinger-Peters,F,30.0,170.0,54.0,18.69,Austria,2008,Summer,China,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Bronze
Aleksey Aleksandrovich Obmochayev,M,23.0,188.0,90.0,25.46,Russia,2012,Summer,United Kingdom,Volleyball,Volleyball Men's Volleyball,Gold
Paulo Obradovi,M,26.0,190.0,100.0,27.7,Croatia,2012,Summer,United Kingdom,Water Polo,Water Polo Men's Water Polo,Gold
Hugues Obry,M,31.0,185.0,75.0,21.91,France,2004,Summer,Greece,Fencing,"Fencing Men's epee, Team",Gold
Cian O'Connor,M,32.0,176.0,74.0,23.89,Ireland,2012,Summer,United Kingdom,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
Siobhan-Marie O'Connor,F,20.0,173.0,60.0,20.05,United Kingdom,2016,Summer,Brazil,Swimming,Swimming Women's 200 metres Individual Medley,Silver
Susan O'Connor,F,32.0,163.0,68.0,25.59,Canada,2010,Winter,Canada,Curling,Curling Women's Curling,Silver
Diego Occhiuzzi,M,27.0,180.0,76.0,23.46,Italy,2008,Summer,China,Fencing,"Fencing Men's Sabre, Team",Bronze
Diego Occhiuzzi,M,31.0,180.0,76.0,23.46,Italy,2012,Summer,United Kingdom,Fencing,"Fencing Men's Sabre, Individual",Silver
Diego Occhiuzzi,M,31.0,180.0,76.0,23.46,Italy,2012,Summer,United Kingdom,Fencing,"Fencing Men's Sabre, Team",Bronze
Glenn Ochal,M,26.0,194.0,95.0,25.24,United States of America,2012,Summer,United Kingdom,Rowing,Rowing Men's Coxless Fours,Bronze
Isabella Bosibori Ochichi,F,24.0,152.0,41.0,17.75,Kenya,2004,Summer,Greece,Athletics,"Athletics Women's 5,000 metres",Silver
Sofya Albertovna Ochigava,F,25.0,170.0,60.0,20.76,Russia,2012,Summer,United Kingdom,Boxing,Boxing Women's Lightweight,Silver
Hannes Ocik,M,25.0,191.0,93.0,25.49,Germany,2016,Summer,Brazil,Rowing,Rowing Men's Coxed Eights,Silver
"Edward ""Eddie"" Ockenden",M,21.0,180.0,73.0,22.53,Australia,2008,Summer,China,Hockey,Hockey Men's Hockey,Bronze
"Edward ""Eddie"" Ockenden",M,25.0,180.0,73.0,22.53,Australia,2012,Summer,United Kingdom,Hockey,Hockey Men's Hockey,Bronze
Gary O'Donovan,M,23.0,172.0,70.0,23.66,Ireland,2016,Summer,Brazil,Rowing,Rowing Men's Lightweight Double Sculls,Silver
Paul O'Donovan,M,22.0,177.0,70.0,22.34,Ireland,2016,Summer,Brazil,Rowing,Rowing Men's Lightweight Double Sculls,Silver
Viola Odebrecht,F,21.0,175.0,62.0,20.24,Germany,2004,Summer,Greece,Football,Football Women's Football,Bronze
Vicyohandri Odeln Sanam,M,24.0,179.0,84.0,26.22,Cuba,2004,Summer,Greece,Baseball,Baseball Men's Baseball,Gold
Vicyohandri Odeln Sanam,M,28.0,179.0,84.0,26.22,Cuba,2008,Summer,China,Baseball,Baseball Men's Baseball,Silver
Osaz Peter Odemwingie,M,27.0,181.0,72.0,21.98,Nigeria,2008,Summer,China,Football,Football Men's Football,Silver
Lamar Joseph Odom,M,24.0,208.0,102.0,23.58,United States of America,2004,Summer,Greece,Basketball,Basketball Men's Basketball,Bronze
David Johnny Oduya,M,32.0,183.0,86.0,25.68,Sweden,2014,Winter,Russia,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Trent Carl Wayne Oeltjen,M,21.0,188.0,88.0,24.9,Australia,2004,Summer,Greece,Baseball,Baseball Men's Baseball,Silver
Alexander Dale Oen,M,23.0,190.0,80.0,22.16,Norway,2008,Summer,China,Swimming,Swimming Men's 100 metres Breaststroke,Silver
Jill Officer Hinchey,F,38.0,177.0,72.0,22.98,Canada,2014,Winter,Russia,Curling,Curling Women's Curling,Gold
Stine Bredal Oftedal,F,24.0,168.0,65.0,23.03,Norway,2016,Summer,Brazil,Handball,Handball Women's Handball,Bronze
Stuart Peter O'Grady,M,31.0,177.0,71.0,22.66,Australia,2004,Summer,Greece,Cycling,Cycling Men's Madison,Gold
Michihiro Ogasawara,M,30.0,178.0,81.0,25.56,Japan,2004,Summer,Greece,Baseball,Baseball Men's Baseball,Bronze
Chinedu Obasi Ogbuke,M,22.0,175.0,78.0,25.47,Nigeria,2008,Summer,China,Football,Football Men's Football,Silver
"Charles S. ""Charlie"" Ogletree",M,36.0,175.0,70.0,22.86,United States of America,2004,Summer,Greece,Sailing,Sailing Mixed Multihull,Silver
Maja Ognjenovi,F,31.0,183.0,67.0,20.01,Serbia,2016,Summer,Brazil,Volleyball,Volleyball Women's Volleyball,Silver
Anthony Osezua Ojo Ogogo,M,23.0,181.0,73.77,22.52,United Kingdom,2012,Summer,United Kingdom,Boxing,Boxing Men's Middleweight,Bronze
Kelley Maureen O'Hara,F,23.0,165.0,58.0,21.3,United States of America,2012,Summer,United Kingdom,Football,Football Women's Football,Gold
Jenna O'Hea,F,25.0,186.0,76.0,21.97,Australia,2012,Summer,United Kingdom,Basketball,Basketball Women's Basketball,Bronze
Oh Ha-Na,F,27.0,175.0,65.0,21.22,South Korea,2012,Summer,United Kingdom,Fencing,"Fencing Women's Foil, Team",Bronze
Oh Hye-Ri,F,28.0,182.0,69.0,20.83,South Korea,2016,Summer,Brazil,Taekwondo,Taekwondo Women's Welterweight,Gold
Oh Jin-Hyek,M,30.0,182.0,100.0,30.19,South Korea,2012,Summer,United Kingdom,Archery,Archery Men's Individual,Gold
Oh Jin-Hyek,M,30.0,182.0,100.0,30.19,South Korea,2012,Summer,United Kingdom,Archery,Archery Men's Team,Bronze
Oh Seong-Ok,F,31.0,171.0,64.0,21.89,South Korea,2004,Summer,Greece,Handball,Handball Women's Handball,Silver
Oh Seong-Ok,F,35.0,171.0,64.0,21.89,South Korea,2008,Summer,China,Handball,Handball Women's Handball,Bronze
Oh Yeong-Ran,F,31.0,171.0,73.0,24.96,South Korea,2004,Summer,Greece,Handball,Handball Women's Handball,Silver
Oh Yeong-Ran,F,35.0,171.0,73.0,24.96,South Korea,2008,Summer,China,Handball,Handball Women's Handball,Bronze
Kenneth Mattias hlund,M,29.0,191.0,100.0,27.41,Sweden,2006,Winter,Italy,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Apolo Anton Ohno,M,19.0,173.0,68.0,22.72,United States of America,2002,Winter,United States,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Silver
Apolo Anton Ohno,M,19.0,173.0,68.0,22.72,United States of America,2002,Winter,United States,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Gold
Apolo Anton Ohno,M,23.0,173.0,68.0,22.72,United States of America,2006,Winter,Italy,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Gold
Apolo Anton Ohno,M,23.0,173.0,68.0,22.72,United States of America,2006,Winter,Italy,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Bronze
Apolo Anton Ohno,M,23.0,173.0,68.0,22.72,United States of America,2006,Winter,Italy,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
Apolo Anton Ohno,M,27.0,173.0,68.0,22.72,United States of America,2010,Winter,Canada,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Bronze
Apolo Anton Ohno,M,27.0,173.0,68.0,22.72,United States of America,2010,Winter,Canada,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Silver
Apolo Anton Ohno,M,27.0,173.0,68.0,22.72,United States of America,2010,Winter,Canada,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
Shinobu Ohno,F,28.0,154.0,51.0,21.5,Japan,2012,Summer,United Kingdom,Football,Football Women's Football,Silver
Christine Ijeoma Chika Ohuruogu,F,24.0,172.0,70.0,23.66,United Kingdom,2008,Summer,China,Athletics,Athletics Women's 400 metres,Gold
Christine Ijeoma Chika Ohuruogu,F,28.0,172.0,70.0,23.66,United Kingdom,2012,Summer,United Kingdom,Athletics,Athletics Women's 400 metres,Silver
Christine Ijeoma Chika Ohuruogu,F,32.0,172.0,70.0,23.66,United Kingdom,2016,Summer,Brazil,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
Katerina Oikonomopoulou,F,26.0,180.0,60.0,18.52,Greece,2004,Summer,Greece,Water Polo,Water Polo Women's Water Polo,Silver
Emilie Louise O'Konor,F,22.0,171.0,67.0,22.91,Sweden,2006,Winter,Italy,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
"Chukwuemeka Noubuisi ""Emeka"" Okafor",M,21.0,205.0,115.0,27.36,United States of America,2004,Summer,Greece,Basketball,Basketball Men's Basketball,Bronze
Blessing Okagbare (-Ighoteguonor),F,19.0,181.0,71.0,21.67,Nigeria,2008,Summer,China,Athletics,Athletics Women's Long Jump,Bronze
Makoto Okiguchi,M,22.0,161.0,57.0,21.99,Japan,2008,Summer,China,Gymnastics,Gymnastics Men's Team All-Around,Silver
Poliana Okimoto-Cintra,F,33.0,165.0,52.0,19.1,Brazil,2016,Summer,Brazil,Swimming,Swimming Women's 10 kilometres Open Water,Bronze
Courtney Okolo,F,22.0,173.0,59.0,19.71,United States of America,2016,Summer,Brazil,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Chibuzor Augustine Okonkwo,M,19.0,177.0,69.0,22.02,Nigeria,2008,Summer,China,Football,Football Men's Football,Silver
Solomon Ndubisi Okoronkwo,M,21.0,186.0,81.0,23.41,Nigeria,2008,Summer,China,Football,Football Men's Football,Silver
Clia Okoyino da Mbabi (-ai),F,20.0,173.0,63.0,21.05,Germany,2008,Summer,China,Football,Football Women's Football,Bronze
Nozomi Okuhara,F,21.0,156.0,51.0,20.96,Japan,2016,Summer,Brazil,Badminton,Badminton Women's Singles,Bronze
Yoshihiro Okumura,M,21.0,182.0,75.0,22.64,Japan,2004,Summer,Greece,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
Leire Olaberria Dorronsoro,F,31.0,172.0,61.0,20.62,Spain,2008,Summer,China,Cycling,Cycling Women's Points Race,Bronze
Lisa Oldenhof,F,28.0,169.0,63.0,22.06,Australia,2008,Summer,China,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
Mark Oldershaw,M,29.0,186.0,94.0,27.17,Canada,2012,Summer,United Kingdom,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze
Pia-Sophie Oldhafer,F,24.0,166.0,55.0,19.96,Germany,2016,Summer,Brazil,Hockey,Hockey Women's Hockey,Bronze
Sam Joshua Oldham,M,19.0,168.0,62.0,21.97,United Kingdom,2012,Summer,United Kingdom,Gymnastics,Gymnastics Men's Team All-Around,Bronze
"Penelope ""Penny"" Oleksiak",F,16.0,185.0,68.0,19.87,Canada,2016,Summer,Brazil,Swimming,Swimming Women's 100 metres Freestyle,Gold
"Penelope ""Penny"" Oleksiak",F,16.0,185.0,68.0,19.87,Canada,2016,Summer,Brazil,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
"Penelope ""Penny"" Oleksiak",F,16.0,185.0,68.0,19.87,Canada,2016,Summer,Brazil,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
"Penelope ""Penny"" Oleksiak",F,16.0,185.0,68.0,19.87,Canada,2016,Summer,Brazil,Swimming,Swimming Women's 100 metres Butterfly,Silver
Elisabeta Oleniuc-Lip,F,39.0,183.0,80.0,23.89,Romania,2004,Summer,Greece,Rowing,Rowing Women's Coxed Eights,Gold
Rostislav Olesz,M,20.0,186.0,88.0,25.44,Czechia,2006,Winter,Italy,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Roc Oliva Isern,M,19.0,180.0,78.0,24.07,Spain,2008,Summer,China,Hockey,Hockey Men's Hockey,Silver
Fernanda Ryff Moreira Oliveira,F,27.0,161.0,54.0,20.83,Brazil,2008,Summer,China,Sailing,Sailing Women's Two Person Dinghy,Bronze
David Oliver,M,26.0,191.0,93.0,25.49,United States of America,2008,Summer,China,Athletics,Athletics Men's 110 metres Hurdles,Bronze
Hctor Olivera Amaro,M,23.0,187.0,77.0,22.02,Cuba,2008,Summer,China,Baseball,Baseball Men's Baseball,Silver
Marc-Antoine Olivier,M,20.0,183.0,64.0,19.11,France,2016,Summer,Brazil,Swimming,Swimming Men's 10 kilometres Open Water,Bronze
Anna-Carin Helena Cecilia Olofsson-Zidek,F,32.0,159.0,55.0,21.76,Sweden,2006,Winter,Italy,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Silver
Anna-Carin Helena Cecilia Olofsson-Zidek,F,32.0,159.0,55.0,21.76,Sweden,2006,Winter,Italy,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,Gold
Joachim Brchner Olsen,M,27.0,184.0,142.0,41.94,Denmark,2004,Summer,Greece,Athletics,Athletics Men's Shot Put,Silver
Justin Bradley Olsen,M,22.0,188.0,107.0,30.27,United States of America,2010,Winter,Canada,Bobsleigh,Bobsleigh Men's Four,Gold
Morten Olsen,M,31.0,184.0,95.0,28.06,Denmark,2016,Summer,Brazil,Handball,Handball Men's Handball,Gold
John Christian Bert Olsson,M,24.0,192.0,73.0,19.8,Sweden,2004,Summer,Greece,Athletics,Athletics Men's Triple Jump,Gold
Johan Arne Olsson,M,25.0,181.0,70.0,21.37,Sweden,2006,Winter,Italy,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
Johan Arne Olsson,M,29.0,181.0,70.0,21.37,Sweden,2010,Winter,Canada,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Bronze
Johan Arne Olsson,M,29.0,181.0,70.0,21.37,Sweden,2010,Winter,Canada,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,Bronze
Johan Arne Olsson,M,29.0,181.0,70.0,21.37,Sweden,2010,Winter,Canada,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
Johan Arne Olsson,M,33.0,181.0,70.0,21.37,Sweden,2014,Winter,Russia,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Silver
Johan Arne Olsson,M,33.0,181.0,70.0,21.37,Sweden,2014,Winter,Russia,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
Nikolay Igorevich Olyunin,M,22.0,180.0,84.0,25.93,Russia,2014,Winter,Russia,Snowboarding,Snowboarding Men's Boardercross,Silver
Om Yun-Chol,M,20.0,151.0,56.0,24.56,South Korea,2012,Summer,United Kingdom,Weightlifting,Weightlifting Men's Bantamweight,Gold
Om Yun-Chol,M,24.0,151.0,56.0,24.56,South Korea,2016,Summer,Brazil,Weightlifting,Weightlifting Men's Bantamweight,Silver
Kano Omata,F,20.0,160.0,48.0,18.75,Japan,2016,Summer,Brazil,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
Thierry Omeyer,M,31.0,192.0,93.0,25.23,France,2008,Summer,China,Handball,Handball Men's Handball,Gold
Thierry Omeyer,M,35.0,192.0,93.0,25.23,France,2012,Summer,United Kingdom,Handball,Handball Men's Handball,Gold
Thierry Omeyer,M,39.0,192.0,93.0,25.23,France,2016,Summer,Brazil,Handball,Handball Men's Handball,Silver
Navina Omilade (-Keller),F,22.0,176.0,63.0,20.34,Germany,2004,Summer,Greece,Football,Football Women's Football,Bronze
Vanina Paula Oneto,F,31.0,164.0,66.0,24.54,Argentina,2004,Summer,Greece,Hockey,Hockey Women's Hockey,Bronze
Shohei Ono,M,24.0,170.0,73.0,25.26,Japan,2016,Summer,Brazil,Judo,Judo Men's Lightweight,Gold
Ayana Onozuka,F,25.0,158.0,50.0,20.03,Japan,2014,Winter,Russia,Freestyle Skiing,Freestyle Skiing Women's Halfpipe,Bronze
"Nwanyika Jenete C. ""Anyika"" Onuora",F,31.0,178.0,76.0,23.99,United Kingdom,2016,Summer,Brazil,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
Maksim Aleksandrovich Opalev,M,25.0,184.0,93.0,27.47,Russia,2004,Summer,Greece,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Bronze
Maksim Aleksandrovich Opalev,M,29.0,184.0,93.0,27.47,Russia,2008,Summer,China,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold
Lucille Opitz (-Weber),F,28.0,169.0,63.0,22.06,Germany,2006,Winter,Italy,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold
Britta Oppelt,F,26.0,172.0,69.0,23.32,Germany,2004,Summer,Greece,Rowing,Rowing Women's Double Sculls,Silver
Britta Oppelt,F,30.0,172.0,69.0,23.32,Germany,2008,Summer,China,Rowing,Rowing Women's Quadruple Sculls,Bronze
Britta Oppelt,F,34.0,172.0,69.0,23.32,Germany,2012,Summer,United Kingdom,Rowing,Rowing Women's Quadruple Sculls,Silver
Laura Oprea,F,22.0,186.0,75.0,21.68,Romania,2016,Summer,Brazil,Rowing,Rowing Women's Coxed Eights,Bronze
Marian Oprea,M,22.0,191.0,85.0,23.3,Romania,2004,Summer,Greece,Athletics,Athletics Men's Triple Jump,Silver
Carlos Mario Oquendo Zabala,M,24.0,186.0,85.0,24.57,Colombia,2012,Summer,United Kingdom,Cycling,Cycling Men's BMX,Bronze
Heather Ann OReilly (-Werry),F,19.0,165.0,60.0,22.04,United States of America,2004,Summer,Greece,Football,Football Women's Football,Gold
Heather Ann OReilly (-Werry),F,23.0,165.0,60.0,22.04,United States of America,2008,Summer,China,Football,Football Women's Football,Gold
Heather Ann OReilly (-Werry),F,27.0,165.0,60.0,22.04,United States of America,2012,Summer,United Kingdom,Football,Football Women's Football,Gold
Simon Orchard,M,26.0,186.0,82.0,23.7,Australia,2012,Summer,United Kingdom,Hockey,Hockey Men's Hockey,Bronze
Mark Sebastian Clive Ormrod,M,21.0,185.0,73.0,21.33,Australia,2004,Summer,Greece,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Alejandra Orozco Loza,F,15.0,156.0,47.0,19.31,Mexico,2012,Summer,United Kingdom,Diving,Diving Women's Synchronized Platform,Silver
Richard Brooks Orpik,M,29.0,188.0,99.0,28.01,United States of America,2010,Winter,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Orlando Ortega Alejo,M,25.0,182.0,77.0,23.25,Spain,2016,Summer,Brazil,Athletics,Athletics Men's 110 metres Hurdles,Silver
Idalys Ortz Bocourt,F,18.0,180.0,95.0,29.32,Cuba,2008,Summer,China,Judo,Judo Women's Heavyweight,Bronze
Idalys Ortz Bocourt,F,22.0,180.0,95.0,29.32,Cuba,2012,Summer,United Kingdom,Judo,Judo Women's Heavyweight,Gold
Idalys Ortz Bocourt,F,26.0,180.0,95.0,29.32,Cuba,2016,Summer,Brazil,Judo,Judo Women's Heavyweight,Silver
Ignacio Ortz,M,29.0,180.0,76.0,23.46,Argentina,2016,Summer,Brazil,Hockey,Hockey Men's Hockey,Gold
"Matilde ""Mati"" Ortz Reyes",F,21.0,174.0,67.0,22.13,Spain,2012,Summer,United Kingdom,Water Polo,Water Polo Women's Water Polo,Silver
Tatiana Ortz Galicia,F,24.0,155.0,52.0,21.64,Mexico,2008,Summer,China,Diving,Diving Women's Synchronized Platform,Bronze
